song_id,artists,name,release_date,year,popularity
7LsFEbIWg9256P4AErwjS8,Daniel Tiger’s Neighborhood,It's a Beautiful Day in the Neighborhood!,10/12/2012,2012,50
02gySWUFk5JT4gMguGAhdO,Miami Nights 1984,Ocean Drive,08/03/2012,2012,55
168wlfnWuhfvgfgeuz7vZO,Hollywood Undead,Kill Everyone,01/01/2012,2012,52
0uOd48gTo5pVFzk6Yrba6Y,Tim Hughes,Here I Am To Worship,17/06/2012,2012,53
0F6RPDtMi519sr7sl2gOVv,"Enrique Iglesias', 'Sammy Adams",Finally Found You,01/01/2012,2012,51
03DQO1cC5RzTWRxJLzJCgy,The Fuzz,I Love You for All Seasons,15/12/2012,2012,48
4ObATYHHvXXlJJQ4rPKU2s,The Neighbourhood,Wires,07/08/2012,2012,53
6acBIiTtlfNblQvEcZLLE1,ODESZA,Don't Stop,05/09/2012,2012,50
1yhDPgIPGoe3Bf8wRsK4u7,The Weeknd,Outside,01/01/2012,2012,53
58YBY8OiX56vQhcHUgul9m,ScHoolboy Q,There He Go,14/01/2012,2012,52
1lOVilzLQuYY2fnFrQ76DK,"Frédéric Chopin', 'Khatia Buniatishvili","Waltz in C-Sharp Minor, Op. 64 No. 2",14/09/2012,2012,58
41IrY9OFcaWVnEojXftyVh,Wisin & Yandel,Hipnotízame,01/01/2012,2012,60
1mBK8YQS1Rq5CrXryXuh3F,Fred Eaglesmith,Trucker Speed,22/01/2012,2012,49
5g0hXvfKYYZrEdnoCn1QQc,Evans Blue,Destroy The Obvious,17/04/2012,2012,53
6Ce04PNSJO1KkF1WWhSXEi,Lana Del Rey,Blue Jeans,30/01/2012,2012,48
118vbJqycPASVgrYnCzb9F,Pegboard Nerds,Disconnected,24/05/2012,2012,57
306zYyz3PFvBgLFGOCy9Xb,alt-J,Bloodflood,18/09/2012,2012,49
1wa25BuCtMePIYgf8sHkgY,Lana Del Rey,Gods & Monsters,09/11/2012,2012,50
4sX8e5VkqBWA7IIooImSsS,Future,Neva End,17/04/2012,2012,47
5jOvmh1DYmaiBPETL6HCRY,Jennifer Lopez,Waiting for Tonight,20/07/2012,2012,57
5kcE7pp02ezLZaUbbMv3Iq,Nicki Minaj,Pound The Alarm,01/01/2012,2012,63
13Dq0Ed9wyBU7mpoENkaS0,Anuhea,Higher Than the Clouds,12/02/2012,2012,48
686IBfvmRBy1eFjYLPIJFr,Luke Benward,Had Me @ Hello,16/10/2012,2012,50
7GgfQ0edpSP6C7xnX3Y2df,The Weeknd,The Party & The After Party,01/01/2012,2012,47
2wW3yIdBoOJ2qI03k1itjJ,Chance the Rapper,Brain Cells,03/04/2012,2012,49
7fU07zHBVjXu4JVry5oEsX,"Ab-Soul', 'Danny Brown', 'Jhené Aiko",Terrorist Threats (feat. Danny Brown & Jhene Aiko),11/05/2012,2012,50
0wmA7hbNSEGrrNggty5S3k,Lake Street Dive,I Want You Back,2012,2012,50
1jjLhYePEexexawOF6DgzP,Fito Olivares y Su Grupo,El Colesterol,12/11/2012,2012,51
0cAHXlLhQjSKDN6vjc4LD6,The Weeknd,The Fall,01/01/2012,2012,53
6KufYdEosLjK6bEKPyz4oA,"Anthony Hamilton', 'Elayna Boynton",Freedom,01/01/2012,2012,48
6Rqe6ghJ6t9SlQ2pRrt5tI,The Weeknd,Till Dawn (Here Comes The Sun),01/01/2012,2012,53
5iDnp09ecAvbywcRBkabXg,"Gerardo Ortiz', 'Kevin Ortiz",Tal Como Eres,28/01/2012,2012,61
2kXiA9F5tkqR4dOQ3vOUK8,Grupo Bryndis,Tu Traición,01/01/2012,2012,56
0Rr8xlOfXa8bezebu0TbVY,Two Door Cinema Club,Next Year,31/08/2012,2012,50
1xjDvv3wvcB49iVggnn7iK,"Silence Wang', 'By2",有点甜,01/06/2012,2012,62
2RLm6OrnjLuoyQEowCJ6QE,Mac DeMarco,Still Together,16/10/2012,2012,53
6WiuIpuufnd80FpjA0ZCby,Carla Morrison,Hasta la Piel,27/03/2012,2012,62
5G9AVKld9q7DCrmoY42raf,Taylor Swift,State Of Grace - Acoustic Version,22/10/2012,2012,48
4kMmG6aLJB3zL65PIugsHH,Nature Sounds,Peaceful Circling Thunderstorm,25/09/2012,2012,50
2mdKnpJlXUvRFeuMC1rb68,El Komander,El Taquicardio,2012,2012,58
2nCdV3LtOn5jVSGAuyKH7k,Rebelution,Comfort Zone,10/01/2012,2012,47
0C7dYeCLF6ukChtW64UNge,Milli Vanilli,Girl You Know It's True,26/07/2013,2013,61
37Zk6qRzpQEl0xWon4rXPy,"Nipsey Hussle', 'James Fauntleroy",Come over (feat. James Fauntleroy),22/10/2013,2013,51
63ZKUKbwb6Zozlk8LJCiPB,"B.o.B', 'T.I.', 'Juicy J",We Still in this Bitch (feat. T.I. and Juicy J),08/01/2013,2013,50
18CctEeOpjEDIAvWM5S7RE,Jeremy Soule,The Streets of Whiterun,31/01/2013,2013,55
33Wx1OQWGptIxD4dEA4PEK,Citizen,The Night I Drove Alone,30/06/2013,2013,52
3oRuCzqdduzZ2CBhAtv8zO,Luke Howard,Portrait Gallery,06/05/2013,2013,56
77tsD2Ai9gdjePMqF4TxPS,Trae Tha Truth,Dark Angel (feat. Kevin Gates),25/11/2013,2013,50
7ncDwhSTgCZuL3OZNkvZ97,J. Cole,Niggaz Know,14/06/2013,2013,52
2XPNF1bC6w4HQUn8QPMsyn,Jon Bellion,While You Count Sheep,20/02/2013,2013,51
66YYtAnqxkLkLvTozN6feN,Banda Los Recoditos,Mientras Tú Jugabas,01/01/2013,2013,56
12v5GBM74fB8WsHJPQRTIe,"Hiatus Kaiyote', 'Q-Tip",Nakamarra (feat. Q-Tip) (feat. Q-Tip),12/07/2013,2013,57
5idmfDT06TjCQ1SPDsa5qh,The Weeknd,Kiss Land,01/01/2013,2013,54
6aoCWGknNkO1GmDMih37TQ,Pop Evil,Deal with the Devil,14/05/2013,2013,51
63Ly2sEzloc9s0yAXlMi6r,"BANKS', 'Snakehips",Warm Water - Snakehips Remix,13/08/2013,2013,57
2175SEVUYi90KNKHX4NqmV,We The Kings,Queen of Hearts,01/01/2013,2013,55
0S4RKPbRDA72tvKwVdXQqe,"Ariana Grande', 'Mac Miller",The Way,01/01/2013,2013,66
3GjrA05cw03foxmroEQw08,Gary Allan,It Ain't The Whiskey,2013,2013,50
5Wjf9NsW6QCmBiDIdVvMbP,Kodaline,Love Like This - Acoustic,17/06/2013,2013,60
1PmaWG47wJRCIOM9v8Bauo,Cage The Elephant,Hypocrite,08/10/2013,2013,50
0DKoET2reNpTGpQMS0VXI0,Los Primos MX,Mi Bello Ángel,01/01/2013,2013,61
5I203fxxbMFt15KagCP0pQ,Chris Young,Goodbye,16/09/2013,2013,50
3zr2s3o2Ye1j6t0ZMdoUYi,Phosphorescent,Song For Zula,29/10/2013,2013,58
0iMN420Q45isZVNlAqzPTW,"Eminem', 'Kendrick Lamar",Love Game,05/11/2013,2013,55
61w5i6NlAZXBa5FTTbDL0r,Kenny Chesney,When I See This Bar,30/04/2013,2013,50
3n622hniaMFIJ6Dbf6B1WS,AJR,Growing Old on Bleecker Street,2013,2013,51
7dig0MXt7MBeqExosATbAq,North Mississippi Allstars,Meet Me In the City,2013,2013,51
6gm9s2EBA0XD7LlJn5fuLo,Nipsey Hussle,The Hussle Way,02/10/2013,2013,51
3d0HFgnGbRKTc0WzkgvtSP,Speaker Knockerz,Count up (Bonus),12/07/2013,2013,51
4jPC5HNBHkuRMtrscdHQty,Madison Beer,Melodies,01/01/2013,2013,57
4V37tyDu9CtqYshvrgLke4,The Neighbourhood,Alleyways,19/04/2013,2013,57
08Pzeh9Z5xZCe6UVK7nlHf,The Afters,Broken Hallelujah,16/04/2013,2013,50
1LJiDycHs6p6hNFvYwVZAx,Def Leppard,Pour Some Sugar on Me,22/10/2013,2013,51
1kuNRcIImZO3vGTBAwSN06,"Jhené Aiko', 'Ab-Soul",WTH,01/01/2013,2013,52
6M9u0JbGEaCzFDOGE5tCUw,Sam Riggs,Hold on and Let Go,29/10/2013,2013,50
14ZX4MpuG9XW1MaZY5drY0,Attila,Middle Fingers Up,25/06/2013,2013,52
2sZIclzhHlH8tzf7wry9hK,Jeannie C. Riley,Harper Valley P.T.A.,30/09/2013,2013,54
4g04QtmUABZN3iobIrHYsJ,R. Kelly,Cookie,07/12/2013,2013,56
5wL742yBgvtbw1IibA3FMJ,HAIM,Falling,30/09/2013,2013,51
7qTYjaaLpEOQzrgqtQ3py2,The Story So Far,Empty Space,26/03/2013,2013,52
32zqrDpYvNr8BuOClDpavD,Ken Ashcorp,Absolute Territory,08/03/2013,2013,54
2vLwhcsvRd1f2ETft1kWDN,"Tyler, The Creator', 'Coco Owino', 'Erykah Badu",Treehome95 (feat. Coco Owino & Erykah Badu),01/04/2013,2013,52
29sY1Zgd4BXoVcoiVbiUXi,Jack Johnson,As I Was Saying,01/01/2013,2013,50
4AU7z13HYmPMetlWbq1mys,Daughtry,Waiting for Superman,15/11/2013,2013,53
31X64Lz1VD4OgvpDekNKNO,Falling In Reverse,Rolling Stone,18/06/2013,2013,53
0cBRmV3NkhS3FWwuyyB68d,Speaker Knockerz,Freak Hoe,18/01/2013,2013,50
51ZPtAuqT0V5lNONYZTrxy,London Grammar,Hey Now,10/09/2013,2013,50
4bcSzMhbu4FumEKy0L35dF,King Tuff,Sun Medallion,28/05/2013,2013,50
763p5nkQytkOE7xmsFyu8y,Ed Sheeran,Touch and Go,2013,2013,50
7A5pE8Wm3KKQZHVLsdtnFT,Run The Jewels,Sea Legs,26/06/2013,2013,51
4REEbsJ6WV9NoGubnlhnkm,"Major Lazer', 'Bruno Mars', 'Tyga', 'Mystic",Bubble Butt,16/04/2013,2013,51
5pjWzUc1tVcewUTdDJd6Ce,Sun Rai,San Francisco Street,11/06/2013,2013,62
2GtbaovnGwV3oCDzmr9gey,Lana Del Rey,Burning Desire,19/03/2013,2013,51
3XyU03WycJQ02kExHb9dqW,Sam Smith,Latch - Acoustic,01/01/2013,2013,51
0XJDfLHO7C6b0GpjeB5mpu,"Fall Out Boy', 'Elton John",Save Rock And Roll,01/01/2013,2013,50
1VMmVf2WhqXMfC6ySeyWaT,KYLE,Keep It Real,05/08/2013,2013,51
4jjvUXBBqQDFRGX4SR5OhS,Johnnyswim,Don't Let It Get You Down,18/06/2013,2013,53
2OCo2YZ0IoiqNlDHlxHUeB,Omar Ruiz,El Americano,02/04/2013,2013,52
7foc25ig7dibxvULPU2kBG,Sound Dreamer,Brown Noise - 90 Minutes,05/06/2013,2013,50
3vsKVgsF2Ax03wXt3J5EqU,Tim McGraw,Truck Yeah,01/01/2013,2013,50
4a6TfJDJdjuVCKJJWRSM4V,"Fiji', 'J Boogs",Lonely Days (feat. J Boogs),2013,2013,53
5dzV75f9qVXVvdXLTqIG4L,"Janelle Monáe', 'Miguel",Primetime (feat. Miguel),06/09/2013,2013,52
7Dgt0TvvmEnKMRBoU8GF3C,Brick + Mortar,Terrible Things,01/01/2013,2013,53
4efEzNqRZC4Gv1pTmzoxUF,"CRUCIFIX', 'Sean Paul",Sidewayz (feat. Sean P),21/07/2013,2013,50
3xnbJVx4QqsOYip8Cn6OrN,Chris Travis,Crunch Time,16/12/2013,2013,51
3WkgLAd7jGX3sZikfkF0lU,"Kristin Chenoweth', 'Idina Menzel","For Good - From ""Wicked"" Original Broadway Cast Recording/2003",01/01/2013,2013,52
2Vlk8O848wZuu9CLWnAYSb,Chrisette Michele,A Couple Of Forevers,01/01/2013,2013,49
1GT0Q2ZTeKtIBueYKr4vhr,Juan Luis Guerra 4.40,La Bilirrubina - En Vivo Estadio Olímpico De República Dominicana/2012,01/01/2013,2013,64
5RdkASZW5AspCaj7HQ17PP,Treyarch,Abracadavre,03/09/2013,2013,53
5Y0ZwhwMEQ7NIb5PeAp0YI,Arcangel,Hace Mucho Tiempo,19/11/2013,2013,54
5eZ7sbO4bOyouCopISJ4Mb,Cate le Bon,Are You With Me Now?,12/11/2013,2013,50
4lLR5MdqQx2d2jS0VEScUW,Childish Gambino,III. Life: The Biggest Troll [Andrew Auernheimer],10/12/2013,2013,52
1ojBtNRMzjL7ptLPZCzfRz,"Kevin Gates', 'Juicy J",Thinking with My Dick (feat. Juicy J),16/07/2013,2013,49
5BX9R694ZWdgyMEgswWvgY,Local Natives,Mt. Washington,29/01/2013,2013,50
3BvnlPEMgrNJwWqWOvZF2L,Austin Moon,Steal Your Heart,01/01/2013,2013,54
0O0M44llUQuPdJAkROQRch,Sticky Fingers,Australia Street,08/03/2013,2013,66
4AUo4CPTghr09esofcujq2,Drake,Connect,01/01/2013,2013,49
0DhnpIeCaMp85Jyc39sUBy,Brad Breeck,"Gravity Falls Main Title Theme (from ""Gravity Falls"")",01/01/2013,2013,52
3FUImEAxUYErR1ndoXxNPQ,"Kid Rock', 'Hank Williams",Redneck Paradise (feat. Hank Williams Jr.) - Remix,25/06/2013,2013,50
6IzSiFDDTdcHjL9uBgyAiG,A Day To Remember,Best Of Me,08/10/2013,2013,52
4nxRsCbVgnw6dtsGKfG2Qr,Chris Stapleton,Two Brothers,11/05/2013,2013,49
31sv85yD7zbD6X9B2FHpxy,Avenged Sevenfold,Heretic,23/08/2013,2013,55
0a96MZrTDKwvl1MTYvDP3o,The Story So Far,Things I Can't Change,26/03/2013,2013,52
1YBf7Tq9bpcVwvnlP8YbQS,Ghost,Year Zero,01/01/2013,2013,53
0bJBEgt9oa0aCQuzvtEFVu,Ben Rector,When I'm With You,20/08/2013,2013,51
6BkUBVHoGXjOF3bpBkQ4aP,The 1975,Robbers,01/01/2013,2013,51
7Dx08NB4kG5k7xW3iRc5nM,PARTYNEXTDOOR,Right Now,01/07/2013,2013,53
6MMojjMFcyv3btdSXFGeYc,Volcano Choir,Byegone,03/09/2013,2013,55
0TPF6uW7fhMXJPoBERqTy5,All Time Low,A Love Like War (feat. Vic Fuentes),30/09/2013,2013,54
2DHDuADAHoUW6n0z80RLQF,Andrew Belle,Pieces,20/08/2013,2013,56
4yQqhoEeRcsMfr7tqEea7f,Drake,The Language,01/01/2013,2013,49
4EYpOdL69yWuIRc49AyeZa,Skillet,Sick of It,21/06/2013,2013,55
6men4y6a8QuGtE5qkFkOgR,Childish Gambino,I. The Party,10/12/2013,2013,52
5b6qqB5nvWRrin8e2cWDQY,Jack Johnson,Shot Reverse Shot,01/01/2013,2013,56
1sosrEJMESvzsFdEXvXZ4y,Jack Johnson,Ones And Zeros,01/01/2013,2013,50
7oaEjLP2dTJLJsITbAxTOz,"Daft Punk', 'Paul Williams",Touch (feat. Paul Williams),17/05/2013,2013,58
52KhiXKPj4fiHaKXXGrWpE,Run The Jewels,"36"" Chain",26/06/2013,2013,51
2vtYQGFwQV68ezis9XId8d,"[""The Mowgli's""]","Say It, Just Say It",01/01/2013,2013,50
5Jac5r26r1HkpH9Xv5zt7A,"Penny and Sparrow', 'Stephanie Briggs",Duet (feat. Stephanie Briggs),08/01/2013,2013,51
4AuJQpzHsYwbTLhlZPiH6o,Lecrae,I'm Turnt,08/11/2013,2013,50
2vaa0nnDnNTlxCh7fCmjsr,"Sean Dagher', 'Nils Brown', 'Michiel Schrey",Leave Her Johnny,29/10/2013,2013,54
3aYBjxTMvrEOP0A0UXg9ER,Linkin Park,Final Masquerade,13/06/2014,2014,63
5iyFrZpv5f4oWQCWMKfj52,Hippie Sabotage,Ridin Solo - Njomza Remix,16/09/2014,2014,54
7pK4jm4HiNaYVzL2zbQSoG,Bleachers,Wild Heart,14/07/2014,2014,53
14q1CWouLEjFT6zu5re8hR,together PANGEA,Sick Shit,01/01/2014,2014,54
6PtXobrqImYfnpIxNsJApa,"David Guetta', 'Showtek', 'VASSY",Bad (feat. Vassy) - Radio Edit,06/04/2014,2014,64
37OjMlwuUVWWmVKrV8CiUQ,The Cab,Stand Up,01/01/2014,2014,56
3i2Q3cFdFzJ39nV9sAt3Pc,ODESZA,Kusanagi,08/09/2014,2014,55
44jl2VnhVDQrJuzc4h9s5w,Lecrae,All I Need Is You,09/09/2014,2014,53
23n7KwXOXC9giXTz5Q71NH,Jon Bellion,Human,23/09/2014,2014,53
3F2Fp02Tqe5JNDjnLwQXt8,Jhené Aiko,Spotless Mind,08/09/2014,2014,54
0UiJ9ZAAYK8JLh3VEWwlxD,Los Nuevos Rebeldes,Soldado Imperial,13/11/2014,2014,56
23U85c6t5E3kjqTHrqpRzW,Sunbeam Sound Machine,In Your Arms,21/11/2014,2014,50
3mMN8rHE21NfjgyRIFx7xu,"Eric Clapton', 'John Mayer",Magnolia (feat. John Mayer),29/07/2014,2014,50
4Ijr3J0lnLCGZvpXBiqCjU,Party Favor,Bap U,07/10/2014,2014,58
0lmMtDQ2ElasKU2qDAE6NN,Taylor Swift,All You Had To Do Was Stay,27/10/2014,2014,51
6ejOqrr7r2LcUDxIqZyygp,Nick Hakim,I Don't Know,15/09/2014,2014,58
1gpF8IwQQj8qOeVjHfIIDU,"Zedd', 'Matthew Koma', 'Miriam Bryant",Find You,01/01/2014,2014,53
1nas007nDbzLwDGwvMdz79,"3LAU', 'Bright Lights",How You Love Me,01/01/2014,2014,52
5TkXm783DrsA17o8sdPLmS,Jon Pardi,That Man,01/01/2014,2014,51
5Wwr2S7QZTR5PVJn6jhgdk,Chronixx,Here Comes Trouble,01/04/2014,2014,62
6luhvKibJJNM4P64RLNwgg,Jon Bellion,Carry Your Throne,23/09/2014,2014,53
739Bsp5XHVSuPg6taQ2vGf,Good Morning,Don't Come Home Today,14/11/2014,2014,54
0FMjqbY3aWo1QDbo3GwXib,Coldplay,Always in My Head,19/05/2014,2014,64
2WPurGHHJunuAkFCczyEe3,"Protoje', 'Chronixx",Who Knows,2014,2014,57
3vMVipXhMeZt3wWbSBD4th,Jhené Aiko,Remember,08/09/2014,2014,53
2RcanAJpudPNDkyIe9DzKS,"[""D'Angelo""]",Really Love,15/12/2014,2014,57
2GggG2lQVYuus2aeAybe8M,Caos,La Planta,12/09/2014,2014,69
1cqWEQ6TRfYr3SBNh7Ni2w,Drowning Pool,Bodies,01/01/2014,2014,56
2MS98sTzH3OsaFS4ZKzqPK,The Story So Far,Navy Blue,17/06/2014,2014,54
7pUaz2o36MSX36TUISuoR5,Nicky Jam,Piensas en Mí,04/11/2014,2014,58
24MSdaNRlLgjp8xYeJeXwZ,Pharrell Williams,Come Get It Bae,03/03/2014,2014,58
4Ulq0gMDyMQuwKbM2ocx9x,5 Seconds of Summer,Kiss Me Kiss Me,27/06/2014,2014,52
3083fDw5aGcjzB5FMauzrH,August Alsina,Porn Star,01/01/2014,2014,54
0SqUFLaRXwufRUsJ0t4dXB,"T.I.', 'Iggy Azalea",No Mediocre (feat. Iggy Azalea),17/10/2014,2014,56
0ZwlxoHAnvkCRjsOrHAleU,Real Estate,Talking Backwards,03/03/2014,2014,54
4Fs6KJzg4d0xrGZt7wrC0M,The New Basement Tapes,When I Get My Hands On You,19/08/2014,2014,53
2vyae4DvSU2gs8OMOGwXF2,AC/DC,Rock or Bust,28/11/2014,2014,64
1na2MOlie83rN9sTNRuEOj,M83,I Need You,01/01/2014,2014,58
4loXMor75kKVBB03ygwDlh,The Midnight,Los Angeles,19/03/2014,2014,58
0ChcE4uENOGTEthE5dGaXX,Barrett Wilbert Weed,Fight for Me,10/06/2014,2014,55
0FsGUPoOMHzHnViGBKbBLX,Jon Bellion,Run Wild,23/09/2014,2014,53
1yzbqrSF0vuaO7nuKYSd6f,Foster The People,Coming of Age,14/03/2014,2014,57
28Ity8iD8yajjIi58syN83,"Big & Rich', 'Tim McGraw",Lovin' Lately,23/09/2014,2014,51
63M8PK8yavNITSViKUB62p,"OB OBrien', 'Drake', 'Preme",Schemin Up (feat. Drake and P. Reign),15/12/2014,2014,52
7AuBNOScoZCBtjKp3CVlz9,Colony House,Moving Forward,22/07/2014,2014,52
7gpgbBHXEjFW34M465jSGs,"Flight Facilities', 'Christine Hoberg",Clair De Lune,24/10/2014,2014,53
5imUTBF35uIoABlV9g9da2,Phantogram,Fall In Love,18/02/2014,2014,53
3xbKyhn7Bk0XDVecWF793N,Rebelution,Notice Me,10/06/2014,2014,51
1mzGywacjpeik00PVLBPpF,"John Legend', 'Jason Agel', 'Tiësto",All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit,25/02/2014,2014,63
6ft8Ua2fHCpns3b3UoX691,"Run The Jewels', 'Gangsta Boo",Love Again (Akinyele Back),24/10/2014,2014,54
10GgfyBK6XVFAX1BdZz0BV,Issues,Mad At Myself,14/02/2014,2014,53
1Gu6GxGcH3D0abQDS2IOyF,Eden Project,drowning.,2014,2014,56
3oKMl2tJv4fdidkXUYMI5x,Taylor Swift,This Love,27/10/2014,2014,51
1ClIKr4uKzosk6FOpHwLJM,Hans Zimmer,Day One,18/11/2014,2014,63
3wmN11qXGL0HyPojvEE1D9,Taylor Swift,I Wish You Would,27/10/2014,2014,51
52WTLETEHs5jwCr7LCq0VW,Perfume Genius,Queen,22/09/2014,2014,55
1BZRU1HxYxJD0NFBrGk3C3,Sik World,So Alone,25/11/2014,2014,55
2Ai5UUXyxaulVbompgrzlo,Otto Totland,Pinô,31/01/2014,2014,57
0beYgCC4ErBZyEUbnpdyOE,Romeo Santos,No Tiene la Culpa,25/02/2014,2014,60
4BTp7Ad6LZMebeYc3gQIfP,Khruangbin,The Infamous Bill,13/10/2014,2014,55
7bhI6rnvaVw8qgZPn32qE0,Fink,Looking Too Closely,14/07/2014,2014,63
59hfezbTqi7I68O4OyLfcR,"Carlos Vives', 'Marc Anthony",Cuando Nos Volvamos a Encontrar (feat. Marc Anthony),13/05/2014,2014,66
0eDCe3Y8fMzdCbfrUR0giO,"Jeff Williams', 'Casey Lee Williams",Time to Say Goodbye,02/12/2014,2014,54
2eqDUxbd0JPEhNrJdPlHLs,"Wisin', 'Jennifer Lopez', 'Ricky Martin",Adrenalina (feat. Jennifer Lopez & Ricky Martin),18/03/2014,2014,65
20qtjUDcb8HH8ouF51BirQ,AURORA,Running with the Wolves,2014,2014,53
5uaEnhjgQT29pVowuF16hS,Mandingo,Número Equivocado,06/05/2014,2014,55
4HfsgrdwKNkytFkuuG3w4n,"T.I.', 'Chris Brown",Private Show (feat. Chris Brown),17/10/2014,2014,53
3p2x3UD9wz9yt3gtftKwT0,"ScHoolboy Q', '2 Chainz",What They Want,01/01/2014,2014,53
69Tf2qK9sYOi1ncnXrfIUV,Inner Wave,1 4 2,25/08/2014,2014,53
6ayKgleoMF26lvU1Z7wVm7,Lana Del Rey,Cruel World,01/01/2014,2014,58
3KG9I4JXpDwNQOsotE3uLh,Max Richter,The Departure,02/12/2014,2014,59
0FZmAvivvifvtN3pZScbw1,"Beyoncé', 'JAY-Z', 'Kanye West",Drunk in Love Remix (feat. Jay-Z & Kanye West),24/11/2014,2014,57
7wfGH3RwCjxyojHKtUzqj9,Pigeons Playing Ping Pong,Melting Lights,03/07/2014,2014,51
6EOKwO6WaLal58MSsi6U4W,The Beatles,Eleanor Rigby,01/01/2014,2014,57
64MmobYNviePoiaINMrbMn,Imagine Dragons,Shots,18/09/2014,2014,54
0xSfELjbi6QwmprLDu4Nrx,"The Neighbourhood', 'French Montana",#icanteven (feat. French Montana),28/11/2014,2014,58
6XujyDupMstcvXN2wLjlCV,Kalin and Myles,Trampoline,15/12/2014,2014,51
3mBCTEzhxcv6jLaxXoOvWs,Jaymes Young,Moondust - Stripped; EP Version,28/09/2014,2014,59
01OrNS0PUb0f1W9EacyxyR,"Cartel De Santa', 'Big Man",Doctor Marihuana (feat. Big Man),05/08/2014,2014,64
33Kq0AT5rvwyE4azisG08x,Taylor Swift,Welcome To New York,27/10/2014,2014,51
0eicJF8UpLOIIWlsuQreAZ,311,Down,28/11/2014,2014,50
4PYiIgzcp4o5pEYji1xY9q,Jessie J,Masterpiece,14/10/2014,2014,61
22cDldSuj9rgIMXwn4Ofn0,Alvvays,Adult Diversion,22/07/2014,2014,53
4WUduEPZZG6wiE9B5IklnY,Grouplove,Let Me In - From The Fault in Our Stars Soundtrack,29/04/2014,2014,55
1QJnDJuYOGj05iSc4eWGr5,Nick Mulvey,Fever To The Form,12/05/2014,2014,64
39GC2X2hVKjShQ0GsbZfdo,Jeezy,Me OK,02/09/2014,2014,51
4trx1lgbQ9FtrI5V9Y8C5Y,"Cher Lloyd', 'T.I.",I Wish (feat. T.I.),23/05/2014,2014,57
3ymrocM8jJ2czu3JlznNyJ,The Shivas,You Make Me Wanna Die,28/10/2014,2014,52
0UGRfHjN5t2qRMgfTpYnd3,James Bay,If You Ever Want To Be In Love,15/12/2014,2014,52
2hyfepwCRQsenxVLzsaOtA,PARTYNEXTDOOR,Her Way,29/07/2014,2014,53
77TtEap7ay9c4Z5B9Lp3bv,Night Lovell,Concept Nothing,21/12/2014,2014,59
70nfm7IEXnFdxLtvxdXnZq,"Edvard Grieg', 'Cyprien Katsaris","Peer Gynt Suite No. 1, Op. 46: Morning Mood - Arr. for Piano",15/11/2014,2014,57
0cyDtn3bMS1XoTp6Lcef1d,"Rich Homie Quan', 'Problem",Walk Thru (feat. Problem),24/03/2014,2014,51
3hPHUpKVB4xo9efj2y29W9,Mac DeMarco,Treat Her Better,01/04/2014,2014,55
4cyGUA2c0C6unSxfbCqMaO,Elle McLemore,Lifeboat,10/06/2014,2014,54
4z8Ll8nU1jMqB8HvKTyLP1,Troye Sivan,Happy Little Pill,15/08/2014,2014,58
6kpiwAM3vWN9UbGAQw2v8q,Kid Cudi,Too Bad I Have To Destroy You Now,01/01/2014,2014,50
1kTPQnabROVkW9bUXdCGrB,Taylor Swift,This Love,27/10/2014,2014,51
6fEonsnOM8IiqFDuiqukMc,State Champs,If I'm Lucky,07/10/2014,2014,54
4LtWzWV22RQJI8fCtPVunn,We Came As Romans,I Knew You Were Trouble,17/11/2014,2014,53
74uXfGRDayyx7UIV1irrhK,Old Dominion,Wrong Turns,06/11/2015,2015,54
6JzCO4ZzxAXhY86vTcqM1Q,"Years & Years', 'Gryffin",Desire - Gryffin Remix,18/09/2015,2015,62
2kyEgPaAW8wdpvevPnkf0Z,"Charles Gounod', 'Yo-Yo Ma",Ave Maria,18/09/2015,2015,62
3X3mfRMRaPJRiIMDMQtSkd,Oh Wonder,Landslide,04/09/2015,2015,59
31L9yLXSj6LpCFupyMV6CR,Coldplay,Up&Up,04/12/2015,2015,68
0WE8YTl6GAVHnkfvMfci98,Sofi Tukker,Drinkee,02/10/2015,2015,53
7mgI1HLrLMlIHL3wzotbyM,Dreamgirl,Teenage Blue,14/02/2015,2015,57
1aMoqIYGFADaV3nPaSKL7X,Iration,Lost And Found,28/08/2015,2015,54
3SipFlNddvL0XNZRLXvdZD,"Janji', 'Johnning",Heroes Tonight,09/06/2015,2015,69
1UuZhGTon3gzXQAJzNa2A4,Rihanna,"Towards The Sun - From The ""Home"" Soundtrack",23/03/2015,2015,55
5u7o3wXWJI7AN1b9KIf3m8,Chris Brown,Liquor,18/12/2015,2015,57
0wNhTMsDRLWAPxGOQRqkOR,Broadside,Coffee Talk,18/05/2015,2015,56
38kjFXYgPvtuXCPbHPMGte,The Neighbourhood,Prey,30/10/2015,2015,63
2JRkfugsvOPvTLmd0dVppc,The Revivalists,It Was A Sin,15/07/2015,2015,55
5qGavrnGfH766WNp5pZXS2,Alabama Shakes,Gimme All Your Love,21/04/2015,2015,53
2s9C5THb9llwyVXtjveV4E,"Mura Masa', 'Nao",Firefly,10/04/2015,2015,64
5MCG4XcVcvCOXWpSg2cfRC,for KING & COUNTRY,Shoulders,22/10/2015,2015,56
5xcYuTciYwyCDPkOgYBAYz,"Sergei Rachmaninoff', 'Daniil Trifonov', 'Philadelphia Orchestra', 'Yannick Nézet-Séguin","Rhapsody On A Theme Of Paganini, Op.43: Variation 18. Andante cantabile",28/08/2015,2015,55
