song_id,artists,name,release_date,year,popularity
1N3rf6ZFzb8NPYeLCmgzj7,Natti Natasha,Me Gusta,15/02/2019,2019,65
56f5qnyAlZdlz8wrUDA50h,"Mau y Ricky', 'Manuel Turizo', 'Camilo",Desconocidos,03/05/2019,2019,76
20XjdVfh6kFATmgm7T0C5r,"Seeb', ""Olivia O'Brien"", 'Space Primates",Fade Out,15/05/2019,2019,66
3TuBgx3BBnkN1TiKZEmvEZ,Romaine LaGrande,Tu me fascines,06/12/2019,2019,66
2jU1OyF5MLOZzJp2FJVw83,Red Rocks Worship,Breakthrough - Live,13/09/2019,2019,62
1FpAKPGuR8SoIUw5t0I5vn,Peach Tree Rascals,Mango,02/10/2019,2019,60
2FOwRoyI2TTujfAGmHgEJP,Meghan Trainor,Genetics,13/09/2019,2019,67
6i1azfJNXmsV9fNIA41tea,Mayol,Descending,08/10/2019,2019,65
7JCi89HGiURxFpr6NITY7q,CHUNG HA,Snapping,24/06/2019,2019,69
4w5m4X0OZ2IslxNOgtntTN,"Freddie Gibbs', 'Madlib",Crime Pays,28/06/2019,2019,62
15gKM0h7lqe2vZsBAFA5L2,El Fantasma,Encantadora,22/02/2019,2019,65
1x7KRBVwvqgA0vYU6UeXHP,Esteban Gabriel,Maryjane y Blancanieves,25/10/2019,2019,61
2cUV93Y7FLGR42ycRRf0bL,Dijon,Drunk,27/02/2019,2019,61
1CRy08G60mS5jvhB27xMpS,"Martin Solveig', 'Roy Woods",Juliet & Romeo,06/12/2019,2019,73
24gP93dLFid1OYfM1mKmyp,Cody Carnes,Nothing Else,05/04/2019,2019,61
4ZSQS1o7qYAXJa5I37lk5x,Ari Lennox,Up Late,07/05/2019,2019,61
53Mz4V3XL02YupbVnJKfMl,Koby Laver,Close your eyes,16/08/2019,2019,66
7mBZGPbX8nmWRZfhityZda,Eleanor Arroway,Touch of My Soul,19/08/2019,2019,61
4k6WZXbHUFEZR02X9FhOuT,The Dip,Sure Don't Miss You,08/02/2019,2019,62
1smOhIn2NNZIsZw96C9fsI,Florida Georgia Line,Talk You Out Of It,15/02/2019,2019,59
14PWHDV87nXiSuClZDsEYC,Gunna,Richard Millie Plain,22/02/2019,2019,61
1roCmBlcpV7LzsmB7pmCyt,"Alec Benjamin', 'Alessia Cara",Let Me Down Slowly (feat. Alessia Cara),07/01/2019,2019,68
02lGHA7bFFplYLihnUWTx8,"Juanes', 'Christian Nodal",Tequila,22/11/2019,2019,72
13LRpDmtzHCmWK4cL9iJ8N,"Quin Nfn', 'NLE Choppa",Poles,23/10/2019,2019,59
00Z0GIRi0l7WqQnQJCo5S2,Louis Tomlinson,Don't Let It Break Your Heart - Single Edit,23/11/2019,2019,69
2MJdgSby3DtSS7bUJx2cly,Offset,Red Room,14/02/2019,2019,62
4Q8aDd3H6LF8t4eY7So9O8,"Marshmello', 'Tyga', 'Chris Brown",Light It Up (with Tyga & Chris Brown),25/04/2019,2019,66
2eLDUK7EkpENZkDL9O5yhz,Sasha Sloan,at least i look cool,19/07/2019,2019,65
6ZEg5lvsHhIqAxu2OiryYY,YoungBoy Never Broke Again,Bring 'Em Out,09/12/2019,2019,59
1a1SQeSqUKzH5OUVTEx4ae,Maisie Peters,Favourite Ex,12/04/2019,2019,70
6V6Fma9lttQBnIaeHdZ4eC,Midland,Mr. Lonely,23/08/2019,2019,60
0K4gxQ2u3545b0GAu85ObO,"Snøw', 'Teqkoi",You Don't Want Me Anymore,31/05/2019,2019,64
7bB3hZZMKVrq4VEi42oscQ,Junior H,Mi Vida en un Cigarro,31/05/2019,2019,61
2NkPawxG0L9hSrB1wU2D3z,Zach Bryan,God Speed,24/08/2019,2019,58
3JHQY6VnwmUMuYb0XI2O7Y,Jhené Aiko,Pray For You,06/03/2020,2020,61
5oruuYKxGXcS0Cm1hpRLup,Kiana Ledé,Cancelled.,03/04/2020,2020,62
3JtAkTDcbFJ3jqamRGtLj8,NAV,Coast To Coast,08/05/2020,2020,62
7u67t6j872bK1tDbMUjnMz,Colton Dixon,Miracles,27/03/2020,2020,61
0gIxF0RR0miqWLs2fPQGBu,Tate McRae,stupid,24/01/2020,2020,65
3rAyQ7qZIPYh53V2YarkUq,Lil Yachty,From Down Bad,29/05/2020,2020,61
0RFxSN4HcsjQF80fkH1q78,Banda MS de Sergio Lizárraga,Altamente Probable,21/02/2020,2020,68
2ozLskt1nSbuesveWeW4gp,Jeremy Zucker,"oh, mexico",17/04/2020,2020,66
1VP6X2WDJuBGvIZkTKFhF5,The 1975,Then Because She Goes,22/05/2020,2020,65
3HcPCt4oIXSh0aMR5oOnuS,Lil Baby,"Catch The Sun - From ""Queen & Slim: The Soundtrack""",01/05/2020,2020,60
72jvp2nP4zstRmFdhyWgGu,Porte Diferente,Por Tu Culpa,24/04/2020,2020,60
0yfDVYKVKYrHknz9gVOlQr,Conan Gray,Fight or Flight,20/03/2020,2020,64
4SMp3hkQV64IoaaKsBQoBo,Ludovico Sagese,Edelweiss,14/02/2020,2020,66
61Ym6PM14jUTC2CG5lErNY,Lil Durk,Different Meaning,08/05/2020,2020,61
2ZYschZElO92tzQ75MakaE,Sebastiano Effe,Nobody Is Holding My Hand,17/01/2020,2020,61
0nb31l6np6ud0RATN4UQ1u,JayDaYoungan,10 for 10,05/06/2020,2020,51
6VLZWI6Jy1hMgAEXr4EFeb,"Cali Y El Dandee', 'Juan Magán', 'Sebastian Yatra",Por Fin Te Encontré,12/06/2020,2020,6
0nsBCxlMPV6ZPFS4odQbNz,"Cali Y El Dandee', 'Sebastian Yatra",Locura,12/06/2020,2020,0
1dgT7LkfPajaGJZHYp3j1l,"Cali Y El Dandee', 'Rauw Alejandro",Tequila Sunrise,12/06/2020,2020,1
2ZrxL5dn7HRK2qxuFCCAXB,"Cali Y El Dandee', 'Piso 21",Voy Por Ti,12/06/2020,2020,1
5VlMYSF0McqDWJwpIiNg1Q,Cali Y El Dandee,La Estrategia,12/06/2020,2020,1
5RXmLhscstsdvWPN0XtUa0,Vickeblanka,Black Catcher,08/01/2020,2020,67
1u6EFa4RLVRYH23FUsKe6B,"Meg Donnelly', 'Chandler Kinney', 'Pearce Joza",Call to the Wild,14/02/2020,2020,64
0SjsIzJkZfDU7wlcdklEFR,Gregory Oberle,John Brown's Song,20/03/2020,2020,66
0udOCZp7yk0Ml92C0k8H8D,Mac Miller,That's On Me,17/01/2020,2020,62
48zUSuNPWf2yFkzGu0BTv8,chillchild,Our Beginning,05/02/2020,2020,61
6RksBSj5fFtPkUnL2EE0oe,Five Finger Death Punch,Darkness Settles In,28/02/2020,2020,64
6WCXBUFa0z3l9DoOY3k5Xe,Tame Impala,Instant Destiny,14/02/2020,2020,64
5t8ACqlYKgQjXuZwy5BHuH,"Blueface', 'Asian Doll', 'Glokk 9', 'NLE Choppa', 'Sada Baby', 'Kiddo Curry",Tour,17/04/2020,2020,62
4na8bW6oc43oxwage8huso,Yue Yan Jen,守得云开见月明 - Every cloud has a silver lining,28/02/2020,2020,62
1k19yTcd9dFNkiJG6PrAub,Sebastiano Effe,What If I Don't Exist?,17/01/2020,2020,61
0f8xPdFJ6SdlHJwkxpdw2Q,"SHY Martin', 'Boy In Space",Still the Same (feat. Boy In Space),28/02/2020,2020,66
1W5StOzPxW32oXTlHspq2Q,Kenny Elrod,Sunrise,17/04/2020,2020,60
5zZWKugaE2ZmnZN77HVfUH,"Gorillaz', 'slowthai', 'Slaves",Momentary Bliss (feat. slowthai and Slaves),30/01/2020,2020,58
2Os7dDSoXlcOmFR7TCEk36,JayDaYoungan,Try Me,05/06/2020,2020,50
10UIoOEhsy1iX1mYubyw96,Everaire,Dark Light,18/03/2020,2020,64
7im3jaJBEYivH5JKXMh1Yy,A$AP Ferg,Value,29/01/2020,2020,64
1NGPZKzplieiPc5g6lAJ49,Arlo Parks,Black Dog,04/05/2020,2020,66
4z34BTsWVB44l98BrafyHp,Tristian Fitzmaurice,I Can Sing A Rainbow,21/02/2020,2020,66
0EuW1WTOpISw5eubQwO0Gm,Niko Moon,PARADISE TO ME,14/02/2020,2020,61
0jfIQheXtPPOX0PSn2xxdH,Rozei,Ooo La La,07/02/2020,2020,67
2xEyclHzLJU0CwKiQ4DwJ4,"24kGoldn', 'Imanbek",VALENTINO - Imanbek Remix,10/06/2020,2020,38
6mABK96naF062FmZEs7lr3,"G Herbo', 'Polo G",Lawyer Fees,28/02/2020,2020,60
0GwmWHT6w2yLfxL37AJq2F,Neon Trees,New Best Friend,20/05/2020,2020,61
7yhpFoOsTTGSdFXNnAzNBD,"Lalo Ebratt', 'Yera', 'Skinny Happy', 'Trapical",Te Encantaría,12/06/2020,2020,2
6wqnYzf6QuiJo2BMkn3cXT,Pamela Goldings,The Cottage,15/05/2020,2020,67
67v1dqm8IjNuznpUKhu5Ej,"Trey Songz', 'Summer Walker",Back Home (feat. Summer Walker),16/01/2020,2020,63
3wmraTkkrCmY1TFEPIzpFy,Kyran Martin,Brig O' Balgownie,06/03/2020,2020,66
56prGyZ4LP6pLGGqXjKq8f,Austin Awake,ALL IN,01/05/2020,2020,58
3T26BJ8XxWaxyxs8oGt8eR,JP Saxe,25 in Barcelona,07/02/2020,2020,63
3FpmWMmuQfQLpyVD7t5CCE,Joyner Lucas,Devil's Work,27/03/2020,2020,63
2doAIlPiLFAwwmuTznsGw6,Bryan Adams,Heaven,12/06/2020,2020,1
3G3LwYk7ANdX5UW1vWgYeY,Bryan Adams,(Everything I Do) I Do It For You - 2017 Ultimate Edit,05/06/2020,2020,0
44C2C9AjpFKpxSBGs8H6ED,Bryan Adams,Heaven,12/06/2020,2020,1
4Rv5fDPvbbX0lNr3umOZSz,PARTYNEXTDOOR,SPLIT DECISION,28/02/2020,2020,63
6cgmaFVNKBRiPuN6YKpJFu,Bryan Adams,Heaven,05/06/2020,2020,0
3zQikNPCgTVnQLmj5RPn1k,Noah Cyrus,I Got So High That I Saw Jesus,15/05/2020,2020,64
7GUMqIKEU9Whg5VVUlqeuh,"Sheff G', 'Sleepy Hallow",Lil Big Bro Shit (feat. Sleepy Hallow),15/05/2020,2020,61
1rX2V3ULhgO5eRRMWMc820,"Lil Baby', 'Rylo Rodriguez",Forget That (feat. Rylo Rodriguez),01/05/2020,2020,60
4to3YQbTQtijkiIb813kpI,"Anuel AA', 'Enrique Iglesias",Fútbol & Rumba (feat. Enrique Iglesias),28/05/2020,2020,65
5GDtkgG9T1BDknHHyDtghv,Cory Asbury,The Father's House - Studio,31/01/2020,2020,61
2DekjNJII6yEgm8HwOqQWq,Sleep Lab,Calibration of Life,20/01/2020,2020,61
54UQ3Jzm53YkAHpj3BGOQa,Olivier Mournier,Pour tous les cœurs du monde,17/01/2020,2020,66
0cbO20ZF2lFflZGnNUHhGB,"Don Toliver', 'Sheck Wes",Spaceship (feat. Sheck Wes),13/03/2020,2020,62
5H5vK2EzkPoCsoYTXbkU90,"Louis The Child', 'Party Favor', 'Drew Love",Free (with Drew Love) - Party Favor Remix,29/05/2020,2020,61
46IUSULlL2SAmyyHHpXQJz,Dance Gavin Dance,Lyrics Lie,24/04/2020,2020,60
2pDKE8Q40TDGPl1O11DKKn,Fiona Apple,Shameika,17/04/2020,2020,63
3uy3OQDl4kgUT3Iz9S4km4,Joyner Lucas,Gold Mine,27/03/2020,2020,62
5fYN8kPYyAWWJUBX57vmXb,"Oliver Heldens', 'Boy Matthews",Details (feat. Boy Matthews),17/04/2020,2020,70
3RGg9W1OyEiRMwu1Qi45dW,"Sech', 'Myke Towers",Bentley,21/05/2020,2020,72
73HSOVmGMA0Qfo4ujlM1GF,"Ricky Martin', 'Farruko",Tiburones - Remix,10/04/2020,2020,72
64zhFuKM4TwZ0dcKogeKAN,"[""Charmaine D'Avis""]",Rêvasseur,24/01/2020,2020,66
7BYMjh3vWnHU4IFyfZdIDO,Jay Chou,Mojito,12/06/2020,2020,64
5EbtodsuLbxrFDH6j5avVS,"Camilo', 'Pablo Alborán",El Mismo Aire - con Pablo Alborán,10/06/2020,2020,72
71vPAjlG1x606483GTJNhY,IZ*ONE,FIESTA,17/02/2020,2020,71
6dfdNTuLOK8eFusN8HaQg8,Luke Faulkner,Clocks,21/02/2020,2020,66
0eu0YHRc7cnMjtAQOE7Xyb,"Blueface', 'Polo G",Murder Rate (feat. Polo G),13/03/2020,2020,61
3a29UVSEIj6x3YcfKs2rdi,Camilo,El Mismo Aire,17/04/2020,2020,78
0xE4LEFzSNGsz1F6kvXsHU,Mac Miller,Circles,19/03/2020,2020,63
0zzc5kYkzTmWmwrn3CTk5v,The Weeknd,Too Late,03/04/2020,2020,65
7EncNzyGs8uJiQittB38ef,Bruno Major,The Most Beautiful Thing,01/05/2020,2020,67
2LktcIchl4v0rPXWvwBNlc,Ludovico Sagese,"Row, row, row your boat",14/02/2020,2020,66
5VTknsqk1zKL6I9PDZchRy,Lil Baby,Can't Explain,01/05/2020,2020,60
7tujM013GDVU2TNK1VV3ds,J Balvin,Rojo,27/02/2020,2020,68
5WFQckzXtuWnkM5OYV7SA5,Grupo Firme,Te Hice Mal,09/06/2020,2020,53
43uYudjennDT17Q0bL60Hm,Flatbush Zombies,herb,05/06/2020,2020,59
2imAA5ofcn4dCRVNjKyEq3,Gus Dapperton,First Aid,22/04/2020,2020,62
4ltz90zE6hPqE12EGHDMDu,"Young T & Bugsey', 'Rauw Alejandro",Don't Rush - Remix,29/05/2020,2020,67
5NhDDt5Zy8yGOECN3PLRdE,TWICE,FIREWORK,01/06/2020,2020,69
6zjBevD0Y6eCbOXaqQ79Xj,The 1975,Jesus Christ 2005 God Bless America,22/05/2020,2020,65
2DvARbFWQf58QVBlSekJxm,"Hayley Kiyoko', 'MAX', 'Party Pupils",Missed Calls (feat. Hayley Kiyoko) - Party Pupils Remix,10/06/2020,2020,52
5gSahAVKNiCeM0JuSvn00H,Disclosure,ENERGY - Edit,21/05/2020,2020,67
3oF7Or7T35yhQbGxbCGvRX,Taylor Swift,Death By A Thousand Cuts - Live From Paris,17/05/2020,2020,65
6nnZD9YBO8bH0f67LHxVKO,JayDaYoungan,Cold Case,05/06/2020,2020,49
3Q2Pby60rNHb4WJgEQAANC,Dire Straits,Walk of Life,12/06/2020,2020,0
0EdgK7ASb4kfRkW8pVMN02,"Sam Feldt', 'Sigma', 'Gia Koka",2 Hearts (feat. Gia Koka),10/01/2020,2020,73
3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,HEARTBREAK ANNIVERSARY,27/03/2020,2020,62
2FBpJGt00G0h1q0RHuqaGO,"Justin Bieber', 'Summer Walker",Yummy - Summer Walker Remix,14/02/2020,2020,67
5ncofiedz9Ej6YkvvXMKVn,The Strokes,Not The Same Anymore,10/04/2020,2020,66
2dSy7VwJsM9qEs5wAE9GJV,Zion & Lennox,Mujer Satisfecha,03/04/2020,2020,72
4HlFJV71xXKIGcU3kRyttv,Train,"Hey, Soul Sister",01/12/2010,2010,82
7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,05/10/2010,2010,80
03tqyYWC9Um2ZqU0ZN849H,"Waka Flocka Flame', 'Roscoe Dash', 'Wale",No Hands (feat. Roscoe Dash & Wale),01/10/2010,2010,75
2qYsSHsYkihWx043HVJQRV,Jason Aldean,Dirt Road Anthem,02/11/2010,2010,73
0iYebKFUSfF72fUu2OW6ZT,Nicki Minaj,Super Bass,01/01/2010,2010,73
0HPD5WQqrq7wPWR7P7Dw1i,Kesha,TiK ToK,01/01/2010,2010,80
15JINEqzVMv3SvJTAXAKED,"Eminem', 'Rihanna",Love The Way You Lie,18/06/2010,2010,81
2tJulUYLDKOg9XrtVkMgcJ,Bruno Mars,Grenade,05/10/2010,2010,75
2gZUPNdnz5Y45eiGxpHGSc,Kanye West,POWER,22/11/2010,2010,78
0b2IVjeD268pYd7VUhmtKI,"Zac Brown Band', 'Jimmy Buffett",Knee Deep (feat. Jimmy Buffett),20/09/2010,2010,72
0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,26/11/2010,2010,74
1fBl642IhJOE5U319Gy2Go,Neon Trees,Animal,01/01/2010,2010,71
1DqdF42leyFIzqNDv9CjId,Taio Cruz,Dynamite,01/01/2010,2010,72
2IpGdrWvIZipmaxo1YRxw5,"Trey Songz', 'Nicki Minaj",Bottoms Up (feat. Nicki Minaj),13/09/2010,2010,73
161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,05/10/2010,2010,74
4356Typ82hUiFAynbLYbPn,"Usher', 'Pitbull",DJ Got Us Fallin' In Love (feat. Pitbull),30/03/2010,2010,78
1gv4xPanImH17bKZ9rOveR,P!nk,Raise Your Glass,05/10/2010,2010,76
22L7bfCiAkJo5xGSQgmiIO,Kanye West,All Of The Lights,22/11/2010,2010,75
6lV2MSQmRIkycDScNtrBXO,"B.o.B', 'Hayley Williams",Airplanes (feat. Hayley Williams),27/04/2010,2010,75
7Ie9W94M7OjPoZVV216Xus,Eminem,Not Afraid,18/06/2010,2010,78
2a1o6ZejUi8U3wzzOtCOYw,"Don Omar', 'Lucenzo",Danza Kuduro,01/01/2010,2010,75
22PMfvdz35fFKYnJyMn077,Bruno Mars,Marry You,05/10/2010,2010,72
3UjtIALeg72qmJiKPWBvM3,Two Door Cinema Club,What You Know,17/02/2010,2010,69
45sDIKapDyxPl307QpEAwl,"Far East Movement', 'Ryan Tedder', 'Ruff Loaderz",Rocketeer,01/01/2010,2010,68
67T6l4q3zVjC5nZZPXByU8,Jason Derulo,Whatcha Say,24/02/2010,2010,68
4DvhkX2ic4zWkQeWMwQ2qf,"Far East Movement', 'The Cataracs', 'DEV",Like A G6,01/01/2010,2010,69
2V4bv1fNWfTcyRJKmej6Sj,"Mike Posner', 'Gigamesh",Cooler Than Me - Single Mix,09/08/2010,2010,73
3DK6m7It6Pw857FcQftMds,"Kanye West', 'Pusha T",Runaway,22/11/2010,2010,72
7LcfRTgAVTs5pQGEQgUEzN,"Maroon 5', 'Christina Aguilera",Moves Like Jagger - Studio Recording From The Voice Performance,2010,2010,70
72Fnsr9pkCyXCmY3BS7sbx,Cody Jinks,Hippies and Cowboys,28/06/2010,2010,68
6epn3r7S14KUqlReYr77hA,"Justin Bieber', 'Ludacris",Baby,01/01/2010,2010,76
3JTMWdhcJPiegDSe7SvZS3,Kesha,Cannibal,19/11/2010,2010,76
1ExfPZEiahqhLyajhybFeS,Bruno Mars,The Lazy Song,05/10/2010,2010,71
11EX5yhxr9Ihl3IN1asrfK,Lady A,Need You Now,01/01/2010,2010,69
6XkuklKiHYVTlVvWlTgQYP,"Kid Cudi', 'Kanye West",Erase Me - Main,01/01/2010,2010,70
6BaxqcoEM9r3LXisTyJjST,Jason Derulo,Ridin' Solo,24/02/2010,2010,67
4u26EevCNXMhlvE1xFBJwX,The Band Perry,If I Die Young,01/01/2010,2010,68
59dLtGBS26x7kc0rHbaPrq,"B.o.B', 'Bruno Mars",Nothin' on You (feat. Bruno Mars),27/04/2010,2010,72
5zGqTc1WQUe8XqqdnrpKTV,Rodney Atkins,Farmer's Daughter,29/06/2010,2010,68
7l1qvxWjxcKpB9PCtBuTbU,Bruno Mars,Count on Me,05/10/2010,2010,72
0q6LuUqGLUiCPP1cbdwFs3,Gorillaz,On Melancholy Hill,03/03/2010,2010,76
3LUWWox8YYykohBbHUrrxd,Kesha,We R Who We R,19/11/2010,2010,72
2Cd9iWfcOpGDHLz6tVA3G4,"Shakira', 'Freshlyground",Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),07/05/2010,2010,78
4ycLiPVzE5KamivXrAzGFG,CeeLo Green,Fuck You,09/11/2010,2010,67
1kMuU3TNQvHbqvXCWBodmP,"Lil Wayne', 'Drake",Right Above It,01/01/2010,2010,68
1bM50INir8voAkVoKuvEUI,"Usher', 'will.i.am",OMG (feat. will.i.am),30/03/2010,2010,72
1eUGmzzvahJjOSWgDHuRlv,Miguel,Girl With The Tattoo Enter.lewd,26/11/2010,2010,69
5oHHMDcVOmPSFrCgdbHPdb,"Alan Jackson', 'Jimmy Buffett",It's Five O'Clock Somewhere,19/11/2010,2010,68
3ZdJffjzJWFimSQyxgGIxN,Nelly,Just A Dream - Main,12/11/2010,2010,73
2p07VcUwRZ5sru3mJ0JogS,Josh Turner,Why Don't We Just Dance,2010,2010,67
23hDnIFoFlVTDA6y8YrJoR,Zac Brown Band,Colder Weather,20/09/2010,2010,67
1ZHYJ2Wwgxes4m8Ba88PeK,"Kanye West', 'JAY-Z', 'Rick Ross', 'Nicki Minaj', 'Bon Iver",Monster,22/11/2010,2010,71
51pshtuYkgUQnt5huMPbKL,Mac Miller,The Spins,13/08/2010,2010,67
0grFc6klR3hxoHLcgCYsF4,The Black Keys,Howlin' for You,18/05/2010,2010,66
0u4N6w5lBw5xMrzJitRWUo,Prince Royce,Corazon Sin Cara,2010,2010,72
393MDhe62s8hbH8ETrlxe5,Kid Cudi,Mr. Rager,01/01/2010,2010,67
5BoIP8Eha5hwmRVURkC2Us,Jason Derulo,In My Head,24/02/2010,2010,65
6vc2Jq2vaGu8z326kSrw92,Kesha,Your Love Is My Drug,01/01/2010,2010,69
3avYqdwHKEq8beXbeWCKqJ,Katy Perry,Last Friday Night (T.G.I.F.),01/01/2010,2010,67
0x3TibRgnSqzkcwrqBd4iX,"Jeremih', '50 Cent",Down On Me,01/01/2010,2010,70
4UEo1b0wWrtHMC8bVqPiH8,Avenged Sevenfold,Nightmare,23/07/2010,2010,71
5W7xC99N2Zzfh69r7I7zWK,"Rick Ross', 'Drake', 'Chrisette Michele",Aston Martin Music,01/01/2010,2010,67
2M9ULmQwTaTGmAdXaXpfz5,"Travie McCoy', 'Bruno Mars",Billionaire (feat. Bruno Mars),09/03/2010,2010,73
6klpXs2uAjagnZMFkt4qkl,"Mandy Moore', 'Zachary Levi","I See the Light - From ""Tangled"" / Soundtrack Version",01/01/2010,2010,70
6PmjWl0phNxc0R5OwkDdiZ,Jeremih,Love Don't Change,01/01/2010,2010,68
2MWOqewf5j0qf2b6S5J6cS,Train,Marry Me,01/12/2010,2010,71
0Hrd6CSafHHqKptyFppmqH,Two Door Cinema Club,Undercover Martyn,17/02/2010,2010,65
3Q8zopc4ABXhysDb1sgLVW,"My Darkest Days', 'Zakk Wylde",Porn Star Dancing,01/01/2010,2010,66
0I1eFRytp4XRhLCjT6tZm7,Roar,I Can't Handle Change,14/03/2010,2010,68
03xWMkKEbeO4SnylA53ipj,Mandy Moore,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",01/01/2010,2010,69
1GxHeBvQ9935Dd3cSfsfBa,Drake,Best I Ever Had,01/01/2010,2010,68
5jzKL4BDMClWqRguW5qZvh,Katy Perry,Teenage Dream,01/01/2010,2010,66
1CdqVF1ywD0ZO1zXtB9yWa,"Taio Cruz', 'Ludacris",Break Your Heart,01/01/2010,2010,66
12PNcnMsjsZ3eHm62t8hiy,"DJ Khaled', 'Ludacris', 'T-Pain', 'Snoop Dogg', 'Rick Ross","All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",02/03/2010,2010,70
1rKBOL9kJfX1Y4C3QaOvRH,Big Time Rush,Boyfriend,11/10/2010,2010,64
1UGD3lW3tDmgZfAVDh6w7r,"Kanye West', 'Rick Ross",Devil In A New Dress,22/11/2010,2010,68
2Adn2LNgkHMH5TelQVAu4n,Keri Hilson,Pretty Girl Rock,01/01/2010,2010,66
3uYm4MtU6jUQft2DtGqEoZ,Mac Miller,Knock Knock,2010,2010,67
215FCyLSBcXeX0NASXEjyn,Jason Aldean,My Kinda Party,02/11/2010,2010,64
3bMNprrp2JDKZsGbiXpsJl,"Ludacris', 'Nicki Minaj",My Chick Bad,01/01/2010,2010,65
4a9i7rCLfPjbS1sNamZeQN,Godsmack,Cryin' Like A Bitch!!,01/01/2010,2010,66
5MMLS3xm12D7N26xlfFApr,Bruno Mars,Runaway Baby,05/10/2010,2010,66
0kOG4bwpKgRlcJw1NA6csR,Turnpike Troubadours,Long Hot Summer Day,31/08/2010,2010,64
5omWAB5iNMHvbAfBSzkdu8,Sick Puppies,You're Going Down,01/01/2010,2010,64
4xInIiKipU1mtUogJ3ZdYr,Lady A,American Honey,01/01/2010,2010,65
6MDTpYxPFL0wtFd0pjfKws,"[""Plain White T's""]",Rhythm Of Love,01/01/2010,2010,63
5uHYcK0nbEYgRaFTY5BqnP,"B.o.B', 'Rivers Cuomo",Magic (feat. Rivers Cuomo),27/04/2010,2010,66
4SE4yewyGpOYfxfx59Yjc5,Eminem,Cinderella Man,18/06/2010,2010,69
0JcKdUGNR7zI4jJDLyYXbi,Sugarland,Stuck Like Glue,01/01/2010,2010,64
1t2hJFgJyUPD2crOafMUEk,"Kenny Chesney', 'Grace Potter",You and Tequila (feat. Grace Potter),28/09/2010,2010,64
0TCt7OFRdD8PQ6vTRQxNgQ,"Mandy Moore', 'Brad Garrett', 'Ensemble - Tangled', 'Zachary Levi', 'Jeffrey Tambor","I've Got a Dream - From ""Tangled""/Soundtrack Version",01/01/2010,2010,67
7bHT9osSq1rwT2yaImzqCi,"Eminem', 'Lil Wayne",No Love,18/06/2010,2010,69
0UV5zxRMz6AO4ZwUOZNIKI,Dr. Dog,Where'd All the Time Go?,02/11/2010,2010,65
2u02eLj96Atd6TBxkH9YvN,Rihanna,S&M,15/11/2010,2010,66
6Ozp6ac86CSHMik8lbvJuM,Lee Brice,Love Like Crazy,08/06/2010,2010,64
01ZepwW5W3Z4fwl4bzaHyY,Brantley Gilbert,Kick It In The Sticks,2010,2010,63
6KOEK6SeCEZOQkLj5M1PxH,"Katy Perry', 'Snoop Dogg",California Gurls,01/01/2010,2010,64
23SZWX2IaDnxmhFsSLvkG2,"Kanye West', 'Kid Cudi', 'Raekwon",Gorgeous,22/11/2010,2010,67
2qPUnoasNe4Ep43emVXEig,"Travie McCoy', 'Bruno Mars",Billionaire (feat. Bruno Mars),07/06/2010,2010,70
7gUpO6td4OOnu0Lf9vhcIV,Ellie Goulding,Lights - Single Version,2010,2010,63
0GO8y8jQk1PkHzS31d699N,Grouplove,Tongue Tied,02/09/2011,2011,81
7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Pumped Up Kicks,23/05/2011,2011,83
2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Work Out,27/09/2011,2011,79
4wCmqSrbyCgxEXROQE6vtV,"Gotye', 'Kimbra",Somebody That I Used To Know,01/01/2011,2011,76
05ZACkzW8YbRq3eFgIfSNB,Eric Church,Springsteen,01/01/2011,2011,74
4kflIGfjdZJW4ot2ioixTB,Adele,Someone Like You,19/01/2011,2011,78
1eyzqe2QqGZUmfcPZtrIyt,M83,Midnight City,2011,2011,73
0qOnSQQF0yzuPWsXrQ9paz,"Gym Class Heroes', 'Adam Levine",Stereo Hearts (feat. Adam Levine),11/11/2011,2011,77
3ts6xK5GzfMAAriT9AIBmP,Jake Owen,Barefoot Blue Jean Night,26/08/2011,2011,73
6lanRgr6wXibZr8KgzXxBl,Christina Perri,A Thousand Years,18/10/2011,2011,79
047fCsbO4NdmwCBn8pcUXl,Drake,Marvins Room,15/11/2011,2011,74
2i0AUcEnsDm3dsqLrFWUCq,Hot Chelle Rae,Tonight Tonight,25/11/2011,2011,74
4Li2WHPkuyCdtmokzW2007,"JAY-Z', 'Kanye West",Ni**as In Paris,08/08/2011,2011,78
1cktZnxiONH0hR6Q3DKy8h,Eric Church,Drink In My Hand,01/01/2011,2011,72
0yD66650JxhqKbW76C2qCo,Luke Bryan,Country Girl (Shake It For Me),09/08/2011,2011,72
24Nt4OalWDICkEKVy81X6k,Cody Johnson,Diamond In My Pocket,31/10/2011,2011,71
0p1BcEcYVO3uk4KDf3gzkY,Hunter Hayes,Wanted,2011,2011,71
